"","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox Office","WorldwideBox Office","Trailer","MPAA_Rating","Production_Method","Genre","Running_Time","Keywords","Franchise","Production_Companies","Production_Countries","Source","Creative_Type","warner","Columbia","Universal_Pictures","Walt_Disney_Pictures","Marvel_Studios","Paramount_Pictures","Century_Fox","Relativity_Media","DreamWorks_Pictures","New_Line_Cinema","Dune_Entertainment","Canal_Plus","Regency_Enterprises","Lionsgate","BBC_Films","StudioCanal","Working_Title_Films","Blumhouse","BFI","France","Cine_Plus","Participant_Media","Village_Roadshow_Productions","Metro_Goldwyn_Mayer_Pictures","Year","month"
"2482","Sep 30, 2011","Margaret",1.4e+07,7525,47185,623292,0,"R","Live Action","Drama",149,"Development Hell, Depression, Accidental Death, Dysfunctional Family, Narcotics",0,"Gilbert Films, Mirage, Camelot Pictures, Scott Rudin Productions, Fox Searchlight Pictures","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"Sep"
"2485","Mar 28, 2008","Stop-Loss",2.5e+07,4555117,10915744,11229035,0,"R","Live Action","Drama",113,"Returning Soldiers, War",0,"Scott Rudin Productions","United States","Based on Real Life Events","Dramatization",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,"Mar"
"2487","Nov 9, 2007","No Country for Old Men",2.5e+07,1226333,74273505,164035753,0,"R","Live Action","Action",122,"Organized Crime, Film Noir, Oscars Best Picture Winner, Psychological Thriller",0,"Scott Rudin Productions, Mike Zoss","United States","Based on Fiction Book/Short Story","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,"Nov"
"2488","Dec 25, 2006","Notes on a Scandal",27500000,414487,17510118,50578411,0,"R","Live Action","Drama",92,NA,0,"Fox Searchlight Pictures, DNA Films, UK Film Council, BBC Films, Scott Rudin Productions, Robert Fox","United Kingdom","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2006,"Dec"
"2489","Mar 10, 2006","Failure to Launch",5e+07,24411322,88715192,128402901,0,"PG-13","Live Action","Romantic Comedy",97,"Delayed Adulthood, Romance",0,"Scott Rudin Productions, Aversano Films","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,"Mar"
"2490","Feb 17, 2006","Freedomland",NA,5833562,12512886,14651216,0,"R","Live Action","Drama",113,"Surprise Twist",0,"Revolution Studios, Scott Rudin Productions","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,"Feb"
"2491","Jul 30, 2004","The Manchurian Candidate",8e+07,20018620,65948711,96148711,0,"R","Live Action","Thriller/Suspense",130,"Political, Gulf War",0,"Scott Rudin Productions, Tina Sinatra, Clinica Estetico","Kuwait,United States","Remake","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,"Jul"
"2493","Oct 3, 2003","School of Rock",2e+07,19622714,81261177,131944672,0,"PG-13","Live Action","Comedy",110,"Rock 'n' Roll, Inspirational Teacher, Bad Teachers, Musicians, Music Industry, Tournament",0,"Scott Rudin Productions","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,"Oct"
"2494","Apr 12, 2002","Changing Lanes",4.5e+07,17128062,66790248,66790248,0,"R","Live Action","Thriller/Suspense",99,NA,0,"Scott Rudin Productions","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,"Apr"
"2495","Jan 11, 2002","Orange County",1.8e+07,15053226,41059716,43308707,0,"PG-13","Live Action","Comedy",83,"Dysfunctional Family",0,"MTV Films, Scott Rudin Productions","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,"Jan"
"2496","Sep 28, 2001","Zoolander",2.8e+07,15525043,45172250,60780981,0,"PG-13","Live Action","Comedy",89,"Fashion, Gratuitous Cameos, Frat Pack",1,"Scott Rudin Productions, Red Hour Productions","United States","Original Screenplay","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,"Sep"
"2497","Jun 16, 2000","Shaft",53012938,21714757,70327868,107190108,0,"R","Live Action","Action",100,"Film Noir",1,"Scott Rudin Productions, New Deal","United States","Remake","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,"Jun"
"2498","Feb 23, 2000","Wonder Boys",3.5e+07,5808919,19389454,33422485,0,"R","Live Action","Comedy",112,"College, Coming of Age, Writer's Block, Writing and Writers",0,"Scott Rudin Productions, Curtis Hanson","United States","Based on Fiction Book/Short Story","Contemporary Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,"Feb"
"2499","Dec 24, 1999","Angela's Ashes",2.5e+07,54628,13038660,13038660,0,"R","Live Action","Drama",NA,"Coming of Age",0,"Scott Rudin Productions",NA,"Based on Fiction Book/Short Story","Historical Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,"Dec"
